Name,First Name,Last Name,Sex,SSN,DOB,Birthday,Age,Zip,Education,Marital Status,Occupation,Salary
Carol Espinoza,Carol,Espinoza,Female,505-01-8493,08/04/97,08/04,27,97818,Associate degree,Separated,Architectural technologist,100k to 200k
Jordan Charles,Jordan,Charles,Female,070-20-7921,11/17/61,11/17,62,53593,Bachelors degree,Never married,Lecturer/ further education,25k to 50k
Jessica Townsend,Jessica,Townsend,Female,089-19-7433,09/01/64,09/01,60,79400,Masters degree,Divorce,Loss adjuster/ chartered,100k to 200k
Michael Smith,Michael,Smith,Male,359-85-5744,01/09/88,01/09,36,75234,High school/GED,Widowed,Engineer/ materials,25k to 50k
Anthony Mendez,Anthony,Mendez,Male,784-92-1791,03/29/95,03/29,29,24006,High school/GED,Married,Education officer/ community,Over 200k
Jesse Ross,Jesse,Ross,Male,778-09-2508,05/12/72,05/12,52,23187,Associate degree,Never married,Medical technical officer,Over 200k
Patricia Calderon,Patricia,Calderon,Female,078-29-8022,08/01/60,08/01,64,87528,High school/GED,Married,Local government officer,Under 25k
Brittney Richard,Brittney,Richard,Female,284-13-1381,04/12/64,04/12,60,03424,High school/GED,Never married,Travel agency manager,50k to 100k
Charles Conley,Charles,Conley,Male,017-01-7939,09/13/67,09/13,57,40401,No degree,Never married,Tour manager,50k to 100k
Michelle Wells,Michelle,Wells,Female,749-88-2959,06/08/83,06/08,41,39229,High school/GED,Married,Licensed conveyancer,50k to 100k
Brian Barrett,Brian,Barrett,Male,029-23-1976,02/21/65,02/21,59,35768,Some college,Never married,Programmer/ systems,100k to 200k
Connie Jones,Connie,Jones,Female,485-75-1932,06/12/61,06/12,63,86783,Some college,Married,Building surveyor,25k to 50k
William Christensen,William,Christensen,Male,600-02-0719,06/07/01,06/07,23,51647,High school/GED,Married,Sports coach,25k to 50k
David Miller,David,Miller,Male,215-87-1597,08/15/01,08/15,23,11866,Bachelors degree,Never married,Research scientist (maths),50k to 100k
Christopher Brown,Christopher,Brown,Male,206-26-1397,02/14/74,02/14,50,71244,Associate degree,Married,Accommodation manager,50k to 100k
Ricky Lawrence,Ricky,Lawrence,Male,624-55-9958,03/20/89,03/20,35,77744,Some college,Never married,Armed forces training and education officer,Over 200k
Pam Moore,Pam,Moore,Female,444-28-5061,02/18/82,02/18,42,09736,Bachelors degree,Never married,Patent examiner,25k to 50k
Melinda Warner,Melinda,Warner,Female,193-24-4652,12/11/91,12/11,32,20994,Doctorate,Married,Editor/ magazine features,50k to 100k
Ronnie Davis,Ronnie,Davis,Male,775-04-2608,03/02/64,03/02,60,27982,No degree,Widowed,Production assistant/ radio,100k to 200k
Michael Allen,Michael,Allen,Male,533-37-0526,08/11/05,08/11,19,53653,High school/GED,Married,Secretary/administrator,50k to 100k
Tonya Good,Tonya,Good,Female,338-19-4469,01/04/93,01/04,31,19074,High school/GED,Separated,Food technologist,100k to 200k
Matthew Decker,Matthew,Decker,Male,606-06-8833,10/16/02,10/16,21,56148,No degree,Married,Writer,25k to 50k
Sarah Thompson,Sarah,Thompson,Female,706-22-7288,05/03/99,05/03,25,30873,High school/GED,Married,Nurse/ children's,100k to 200k
Melissa Mills,Melissa,Mills,Female,855-06-6127,11/24/86,11/24,37,19588,High school/GED,Married,Copy,Over 200k
Joseph Marshall,Joseph,Marshall,Male,825-44-5210,05/11/04,05/11,20,75126,High school/GED,Married,Cytogeneticist,50k to 100k
Timothy Chavez,Timothy,Chavez,Male,735-68-9147,11/06/91,11/06,32,85482,Bachelors degree,Never married,Community education officer,Over 200k
Gabrielle Paul,Gabrielle,Paul,Female,529-92-7577,12/09/59,12/09,64,53732,Bachelors degree,Never married,Youth worker,25k to 50k
Gary Smith,Gary,Smith,Male,400-37-1624,01/08/01,01/08,23,19884,High school/GED,Married,Stage manager,25k to 50k
Ruth Campbell,Ruth,Campbell,Female,202-61-3804,08/05/85,08/05,39,67323,Associate degree,Married,Intelligence analyst,50k to 100k
Nicole Rodriguez,Nicole,Rodriguez,Female,897-30-9834,06/19/64,06/19,60,76561,High school/GED,Never married,Clinical embryologist,50k to 100k
Kristine Davis,Kristine,Davis,Female,365-85-2365,03/17/65,03/17,59,14664,High school/GED,Married,Control and instrumentation engineer,Under 25k
Emily Griffith,Emily,Griffith,Female,895-63-7844,02/20/97,02/20,27,77490,Masters degree,Divorce,IT technical support officer,50k to 100k
Sean Lara,Sean,Lara,Male,225-76-6533,10/09/61,10/09,62,21474,High school/GED,Married,Energy engineer,50k to 100k
Elizabeth Hernandez,Elizabeth,Hernandez,Female,595-66-9739,06/02/63,06/02,61,34660,High school/GED,Never married,Outdoor activities/education manager,50k to 100k
Christina Simon,Christina,Simon,Female,409-76-0223,06/20/02,06/20,22,88933,Bachelors degree,Married,Museum/gallery conservator,50k to 100k
Mary Blake,Mary,Blake,Female,837-81-3981,01/16/61,01/16,63,50227,No degree,Married,Youth worker,50k to 100k
Lucas Robles,Lucas,Robles,Male,419-85-5846,02/17/69,02/17,55,85628,High school/GED,Separated,Oncologist,Under 25k
Kevin Mathews,Kevin,Mathews,Male,450-33-5760,07/03/00,07/03,24,81258,High school/GED,Never married,Designer/ multimedia,50k to 100k
Sarah Hall,Sarah,Hall,Female,853-96-8930,04/25/61,04/25,63,06253,Bachelors degree,Married,Adult nurse,Over 200k
Malik Mann,Malik,Mann,Male,082-72-6974,12/19/60,12/19,63,64579,No degree,Never married,Geophysical data processor,Over 200k
Amanda Chavez,Amanda,Chavez,Female,293-92-7412,06/03/88,06/03,36,47339,High school/GED,Separated,Engineer/ land,100k to 200k
Nicholas Lopez,Nicholas,Lopez,Male,415-30-7982,02/27/80,02/27,44,38443,High school/GED,Never married,Biomedical scientist,100k to 200k
Ashley Howard,Ashley,Howard,Female,606-86-1617,09/03/79,09/03,45,81243,Associate degree,Married,Airline pilot,100k to 200k
Catherine Reed,Catherine,Reed,Female,692-68-7862,08/29/65,08/29,59,06293,Bachelors degree,Married,Pension scheme manager,50k to 100k
Dean Weiss,Dean,Weiss,Male,673-94-2714,03/29/61,03/29,63,54253,Bachelors degree,Married,Therapeutic radiographer,Over 200k
Donald Evans,Donald,Evans,Male,663-94-8274,04/15/80,04/15,44,29195,Bachelors degree,Married,Diplomatic Services operational officer,25k to 50k
Jack Lewis,Jack,Lewis,Male,822-88-5927,08/18/92,08/18,32,07038,Bachelors degree,Never married,Insurance risk surveyor,50k to 100k
Pamela Munoz,Pamela,Munoz,Female,117-46-8840,09/24/63,09/24,60,79904,No degree,Never married,Call centre manager,Under 25k
William Jones,William,Jones,Male,662-87-8657,04/20/79,04/20,45,18267,Masters degree,Married,Commercial horticulturist,25k to 50k
Kelsey Alexander,Kelsey,Alexander,Female,277-36-3927,05/21/97,05/21,27,49525,High school/GED,Married,Clinical molecular geneticist,Under 25k
Cynthia Andrews,Cynthia,Andrews,Female,538-97-4070,03/26/72,03/26,52,90634,Masters degree,Married,Teacher/ primary school,50k to 100k
Ronald Russo,Ronald,Russo,Male,792-19-2342,09/06/78,09/06,46,58535,Bachelors degree,Widowed,Management consultant,100k to 200k
Scott Shaw,Scott,Shaw,Male,157-59-7638,07/20/63,07/20,61,50666,Bachelors degree,Never married,Astronomer,Under 25k
Jeremy Hoover,Jeremy,Hoover,Male,100-74-0032,06/08/03,06/08,21,30882,Bachelors degree,Married,Engineer/ broadcasting (operations),100k to 200k
Erin Hall,Erin,Hall,Female,066-73-3710,10/30/90,10/30,33,42970,Associate degree,Married,Lecturer/ higher education,Over 200k
David Conley,David,Conley,Male,054-69-2037,04/19/97,04/19,27,46884,Some college,Never married,Quantity surveyor,Under 25k
Stephanie Lee,Stephanie,Lee,Female,299-97-6423,11/06/65,11/06,58,85451,High school/GED,Never married,Engineer/ maintenance,Under 25k
Nicholas Smith,Nicholas,Smith,Male,238-01-3738,07/06/74,07/06,50,70070,Bachelors degree,Married,Bookseller,Under 25k
Holly Barrett,Holly,Barrett,Female,497-29-4588,07/06/80,07/06,44,94962,High school/GED,Never married,Network engineer,50k to 100k
Jennifer Jacobs,Jennifer,Jacobs,Female,051-32-8815,12/05/68,12/05,55,77437,No degree,Divorce,Web designer,Under 25k
Scott Ellison,Scott,Ellison,Male,751-96-0920,12/30/92,12/30,31,33958,Bachelors degree,Married,Investment analyst,100k to 200k
Matthew Benson,Matthew,Benson,Male,348-45-1326,03/07/98,03/07,26,36527,Some college,Married,Engineer/ structural,Under 25k
David Mcdaniel,David,Mcdaniel,Male,389-53-3168,09/12/72,09/12,52,29931,Some college,Married,Market researcher,100k to 200k
Amanda Hernandez,Amanda,Hernandez,Female,717-08-7629,11/14/90,11/14,33,43606,Bachelors degree,Married,Communications engineer,25k to 50k
Stacey Bowman,Stacey,Bowman,Female,603-33-7337,01/13/75,01/13,49,55354,Some college,Married,Maintenance engineer,25k to 50k
Donald Sanders,Donald,Sanders,Male,319-45-0631,09/30/01,09/30,22,95428,Masters degree,Never married,Investment analyst,100k to 200k
Mark Harvey,Mark,Harvey,Male,702-18-0890,06/21/88,06/21,36,87547,No degree,Never married,Publishing rights manager,Over 200k
Daniel Anderson,Daniel,Anderson,Male,265-70-7044,04/08/04,04/08,20,86877,No degree,Married,Heritage manager,25k to 50k
Ann Armstrong,Ann,Armstrong,Female,440-06-4255,03/15/06,03/15,18,68209,Associate degree,Married,Tax adviser,50k to 100k
Clinton Weber,Clinton,Weber,Male,069-77-8877,03/04/76,03/04,48,34788,No degree,Married,Pension scheme manager,Under 25k
Anna Mcgrath,Anna,Mcgrath,Female,763-35-9101,05/31/66,05/31,58,78374,Some college,Never married,Acupuncturist,50k to 100k
Lisa Castillo,Lisa,Castillo,Female,403-90-7461,04/09/83,04/09,41,14264,No degree,Married,Magazine journalist,50k to 100k
Jeffrey Werner,Jeffrey,Werner,Male,535-22-7922,06/04/93,06/04,31,11981,High school/GED,Married,Water quality scientist,50k to 100k
Juan Marshall,Juan,Marshall,Male,151-50-1332,09/16/63,09/16,60,90586,High school/GED,Never married,Bookseller,50k to 100k
Christina Callahan,Christina,Callahan,Female,417-66-4145,02/11/60,02/11,64,16594,Bachelors degree,Divorce,Trade union research officer,Over 200k
Steven Padilla,Steven,Padilla,Male,305-45-7921,09/26/67,09/26,56,11290,High school/GED,Divorce,Journalist/ newspaper,100k to 200k
Erin Beard,Erin,Beard,Female,194-38-6308,01/29/78,01/29,46,43889,Some college,Divorce,Structural engineer,Under 25k
Tyler Mendez,Tyler,Mendez,Male,558-91-1169,09/19/02,09/19,21,09076,No degree,Married,Psychologist/ prison and probation services,Under 25k
Edwin Raymond,Edwin,Raymond,Male,160-13-1206,03/13/68,03/13,56,71010,High school/GED,Never married,Dispensing optician,50k to 100k
Kurt Stewart,Kurt,Stewart,Male,891-38-0648,08/28/00,08/28,24,24879,High school/GED,Never married,Garment/textile technologist,100k to 200k
Justin Nelson,Justin,Nelson,Male,281-59-6496,03/22/94,03/22,30,55761,No degree,Married,Print production planner,100k to 200k
Alex Thomas,Alex,Thomas,Male,081-56-1322,09/20/87,09/20,36,04231,High school/GED,Married,Biomedical scientist,Under 25k
Latoya Rosales,Latoya,Rosales,Female,850-34-8413,04/29/00,04/29,24,73431,No degree,Never married,Toxicologist,50k to 100k
Sheila Reyes,Sheila,Reyes,Female,774-85-9594,02/03/69,02/03,55,66758,Bachelors degree,Married,Secretary/administrator,50k to 100k
Sheila Brown,Sheila,Brown,Female,376-25-9085,06/30/05,06/30,19,33742,High school/GED,Widowed,Orthoptist,100k to 200k
Megan Galloway,Megan,Galloway,Female,446-87-7162,03/04/89,03/04,35,98869,Bachelors degree,Widowed,Herbalist,25k to 50k
Jay Reyes,Jay,Reyes,Male,155-68-7818,06/11/98,06/11,26,91429,Associate degree,Never married,Product designer,Over 200k
Michelle Barron,Michelle,Barron,Female,243-39-1060,10/04/92,10/04,31,49731,No degree,Divorce,Production assistant/ television,100k to 200k
Rick Lane,Rick,Lane,Male,723-04-7334,03/03/80,03/03,44,49934,High school/GED,Married,Chemist/ analytical,Under 25k
Beth Newman,Beth,Newman,Female,154-04-1839,05/15/00,05/15,24,73826,Doctorate,Divorce,Sound technician/ broadcasting/film/video,50k to 100k
Emily Clark,Emily,Clark,Female,147-54-3971,10/03/02,10/03,21,29841,High school/GED,Never married,Accountant/ chartered management,Over 200k
Daniel Li,Daniel,Li,Male,115-40-5240,04/24/61,04/24,63,63064,Some college,Married,Social worker,Under 25k
Cindy Nguyen,Cindy,Nguyen,Female,447-67-4727,12/12/98,12/12,25,31771,High school/GED,Never married,Sports development officer,Under 25k
Sharon Cook,Sharon,Cook,Female,501-67-0124,10/06/62,10/06,61,14353,Bachelors degree,Married,Clinical biochemist,Over 200k
Ashley Martinez,Ashley,Martinez,Female,695-61-7429,06/25/95,06/25,29,94808,High school/GED,Divorce,Cytogeneticist,Over 200k
Shannon Miller,Shannon,Miller,Female,295-77-4832,08/01/64,08/01,60,98865,Some college,Never married,Clinical embryologist,50k to 100k
Diane Figueroa,Diane,Figueroa,Female,390-22-5233,08/21/84,08/21,40,67101,High school/GED,Married,Facilities manager,Over 200k
Carrie Pugh,Carrie,Pugh,Female,697-58-1005,03/26/67,03/26,57,61205,Masters degree,Married,Analytical chemist,50k to 100k
Joseph Mills,Joseph,Mills,Male,339-46-3079,03/25/70,03/25,54,39375,Doctorate,Married,Civil engineer/ contracting,100k to 200k
Jennifer Paul,Jennifer,Paul,Female,445-07-6926,12/30/99,12/30,24,76198,Bachelors degree,Married,IT consultant,50k to 100k
Jeffery Le,Jeffery,Le,Male,325-24-4383,09/19/85,09/19,38,88549,Professional degree,Married,Intelligence analyst,50k to 100k
Heather Hall,Heather,Hall,Female,746-47-2342,03/02/79,03/02,45,65057,High school/GED,Separated,Designer/ furniture,100k to 200k
Destiny Dixon,Destiny,Dixon,Female,522-65-0192,04/01/88,04/01,36,48817,Bachelors degree,Never married,Solicitor,25k to 50k
Ashley Burgess,Ashley,Burgess,Female,756-38-0604,05/18/93,05/18,31,14754,Doctorate,Married,Film/video editor,50k to 100k
Matthew Wilcox,Matthew,Wilcox,Male,431-36-4722,12/17/71,12/17,52,53206,Professional degree,Never married,Adult guidance worker,25k to 50k
Michelle Pitts,Michelle,Pitts,Female,308-10-0871,07/29/66,07/29,58,55996,Bachelors degree,Divorce,Print production planner,100k to 200k
Hayden Hopkins,Hayden,Hopkins,Male,635-57-0324,03/23/03,03/23,21,06780,Bachelors degree,Divorce,Actor,100k to 200k
Tammy Molina,Tammy,Molina,Female,091-43-8523,11/25/04,11/25,19,03949,High school/GED,Married,Consulting civil engineer,100k to 200k
Kari Peterson,Kari,Peterson,Female,586-85-1482,02/24/79,02/24,45,61700,High school/GED,Never married,Research scientist (medical),100k to 200k
David Watson,David,Watson,Male,255-01-7097,09/11/89,09/11,35,11917,High school/GED,Never married,Physiotherapist,100k to 200k
John Guzman,John,Guzman,Male,206-88-5821,04/09/93,04/09,31,38901,High school/GED,Divorce,Pension scheme manager,Over 200k
Tiffany Mitchell,Tiffany,Mitchell,Female,216-83-6981,09/13/01,09/13,23,15752,High school/GED,Divorce,Translator,Over 200k
Cody Adams,Cody,Adams,Male,623-28-9650,10/23/99,10/23,24,78655,Some college,Married,Counselling psychologist,50k to 100k
Michael Forbes,Michael,Forbes,Male,287-81-9786,09/08/02,09/08,22,73467,Bachelors degree,Never married,Engineer/ broadcasting (operations),50k to 100k
Alexis Wilson,Alexis,Wilson,Female,883-50-3718,10/19/69,10/19,54,20461,No degree,Divorce,Commercial horticulturist,50k to 100k
Victoria Rice,Victoria,Rice,Female,600-32-8123,01/06/02,01/06,22,22127,Bachelors degree,Never married,Agricultural engineer,25k to 50k
Cynthia Brown,Cynthia,Brown,Female,199-44-5798,11/26/80,11/26,43,20354,No degree,Separated,Tree surgeon,25k to 50k
Grace Davis,Grace,Davis,Female,590-33-1946,07/23/97,07/23,27,41658,Associate degree,Never married,Careers information officer,Over 200k
Amy Torres,Amy,Torres,Female,470-71-3622,06/20/86,06/20,38,15399,Masters degree,Never married,Learning mentor,100k to 200k
Jamie Cooper,Jamie,Cooper,Female,562-67-3114,10/30/67,10/30,56,38441,High school/GED,Married,Commercial horticulturist,100k to 200k
Melanie Shah,Melanie,Shah,Female,293-87-3823,04/10/71,04/10,53,79766,Bachelors degree,Divorce,Horticultural consultant,50k to 100k
Yolanda Garcia,Yolanda,Garcia,Female,242-14-2995,04/28/83,04/28,41,28447,Bachelors degree,Never married,Social worker,50k to 100k
Timothy Avila,Timothy,Avila,Male,331-07-6279,04/29/73,04/29,51,06833,Some college,Married,Midwife,100k to 200k
Paul Fernandez,Paul,Fernandez,Male,526-37-6605,02/17/66,02/17,58,11367,High school/GED,Divorce,Public affairs consultant,100k to 200k
Jason Sanchez,Jason,Sanchez,Male,455-01-2120,06/11/81,06/11,43,92418,High school/GED,Divorce,Tax adviser,50k to 100k
Amanda Randall,Amanda,Randall,Female,561-86-3810,05/07/86,05/07,38,44145,Masters degree,Divorce,Public house manager,Over 200k
Jonathan Jones,Jonathan,Jones,Male,449-65-2521,12/02/93,12/02,30,71282,Associate degree,Never married,Education officer/ environmental,25k to 50k
Nathan Green,Nathan,Green,Male,685-58-8476,12/28/62,12/28,61,48870,High school/GED,Married,Proofreader,50k to 100k
Gerald Trevino,Gerald,Trevino,Male,159-75-7080,05/23/05,05/23,19,01173,High school/GED,Divorce,Administrator,Under 25k
Sandra Rodriguez,Sandra,Rodriguez,Female,812-73-3966,01/12/00,01/12,24,65960,Bachelors degree,Never married,Actuary,100k to 200k
James Fox,James,Fox,Male,142-96-7816,09/30/89,09/30,34,10315,Masters degree,Married,Environmental education officer,100k to 200k
Lisa Wright,Lisa,Wright,Female,228-75-9858,08/30/95,08/30,29,16036,Masters degree,Married,Food technologist,50k to 100k
Brent Reyes,Brent,Reyes,Male,352-23-8617,10/26/65,10/26,58,77405,High school/GED,Married,Technical brewer,Over 200k
Christina King,Christina,King,Female,815-85-8706,02/19/73,02/19,51,80048,Some college,Married,Secondary school teacher,Under 25k
Philip Benitez,Philip,Benitez,Male,339-87-1198,06/17/98,06/17,26,60658,Associate degree,Married,Learning disability nurse,Over 200k
Edward Cortez,Edward,Cortez,Male,116-96-1209,12/08/61,12/08,62,20626,Professional degree,Married,Designer/ jewellery,100k to 200k
Jacob Weiss,Jacob,Weiss,Male,585-89-9920,10/20/66,10/20,57,31687,Bachelors degree,Married,Learning mentor,50k to 100k
Thomas Jones,Thomas,Jones,Male,129-76-3235,04/30/99,04/30,25,80320,Associate degree,Divorce,Armed forces technical officer,Under 25k
Eric Dean,Eric,Dean,Male,886-29-5655,06/13/70,06/13,54,70218,High school/GED,Married,Dance movement psychotherapist,100k to 200k
Amy Brown,Amy,Brown,Female,416-50-2835,01/01/97,01/01,27,73134,Bachelors degree,Married,Microbiologist,25k to 50k
Thomas Jordan,Thomas,Jordan,Male,674-22-5081,02/15/65,02/15,59,12086,Associate degree,Divorce,IT technical support officer,25k to 50k
Ashley Tucker,Ashley,Tucker,Female,801-87-8742,01/18/85,01/18,39,21189,High school/GED,Married,Research scientist (physical sciences),Over 200k
Amy Paul,Amy,Paul,Female,252-53-4927,04/22/77,04/22,47,16924,Some college,Separated,Media planner,100k to 200k
Lee Allen,Lee,Allen,Male,895-15-2662,09/03/94,09/03,30,39338,Bachelors degree,Never married,Phytotherapist,50k to 100k
